,Solver,Instance,Result,Real time,CPU time,SolvingTime_total,WaitingTime_total
15700,DPS-Glucose,instances/sc2021/main/b2005-p5-12x12c10h7-Ser5-0,-,5001.0,312855.7,318873.010556,5086.379293
15701,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_136_E_41_Cl_9_S_15,-,5001.0,304786.8,319902.240103,14764.184392
15702,DPS-Glucose,instances/sc2021/main/HCP-470-60,sat,1095.0,65870.9,69578.073316,3622.948227
15703,DPS-Glucose,instances/sc2021/main/sp4-33-one-nons-flat-noid,sat,3.1,163.9,164.751782,0.01306
15704,DPS-Glucose,instances/sc2021/main/Mycielski-10-hints-6,-,5001.0,280176.6,319677.37937,38655.544947
15705,DPS-Glucose,instances/sc2021/main/b2005-p3-12x12c10h7-Ser7-0,-,5001.0,156710.8,159333.799514,2854.882593
15706,DPS-Glucose,instances/sc2021/main/at-least-two-maris-s03-gripper11,sat,34.1,1972.5,1981.446261,3.113254
15707,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_557_E_73_Cl_37_S_35,-,5001.0,313602.3,319266.879849,6049.30244
15708,DPS-Glucose,instances/sc2021/main/vlsat2_51_824,-,5001.0,264872.4,319711.017325,53703.518173
15709,DPS-Glucose,instances/sc2021/main/prime_a20_b20,sat,119.3,7121.3,7366.659611,242.476655
15710,DPS-Glucose,instances/sc2021/main/sum_of_3_cubes_37_bits_87,sat,754.2,44628.6,47734.687827,3084.787845
15711,DPS-Glucose,instances/sc2021/main/Mycielski-10-hints-8,-,5001.0,283676.4,319627.184447,34919.400287
15712,DPS-Glucose,instances/sc2021/main/edit_distance035_393,sat,2410.3,150532.3,153797.423897,3276.781967
15713,DPS-Glucose,instances/sc2021/main/sp5-21-15-one-nons-tree-noid,sat,293.9,18130.3,18461.803173,333.006379
15714,DPS-Glucose,instances/sc2021/main/bvsmod_18.smt2,unsat,2334.8,139446.7,148972.506151,9330.223717
15715,DPS-Glucose,instances/sc2021/main/vlsat2_144_7585,-,5001.0,275590.8,317989.389756,42749.12286
15716,DPS-Glucose,instances/sc2021/main/spg_420_350,unsat,151.2,6244.0,6836.637036,1134.88531
15717,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_140_E_29_Cl_10_S_15,-,5001.0,304278.9,319915.264433,15285.096131
15718,DPS-Glucose,instances/sc2021/main/b2005-p1-12x12c10h7-Ser4-0,-,5001.0,313487.9,318878.872769,4502.385451
15719,DPS-Glucose,instances/sc2021/main/MVD_ADS_S6_6_6,unsat,7.5,221.8,135.38763,0.272834
15720,DPS-Glucose,instances/sc2021/main/rphp4_065_shuffled,unsat,99.5,6017.0,6239.612808,206.157162
15721,DPS-Glucose,instances/sc2021/main/sted2_0x1e3-216,sat,679.3,42258.7,43024.064032,732.152012
15722,DPS-Glucose,instances/sc2021/main/quad_res_r28_m29,-,5001.0,286538.2,319999.974954,32599.591188
15723,DPS-Glucose,instances/sc2021/main/spg_420_280,unsat,122.4,5240.3,5362.589148,615.500786
15724,DPS-Glucose,instances/sc2021/main/rphp4_090_shuffled,unsat,627.1,32265.9,39938.802647,7567.491407
15725,DPS-Glucose,instances/sc2021/main/vlsat2_111_1186,sat,34.0,1496.0,1541.099701,92.872811
15726,DPS-Glucose,instances/sc2021/main/sokoban-p20.sas.cr.21,unsat,170.9,9905.6,10080.429731,293.513679
15727,DPS-Glucose,instances/sc2021/main/quad_res_r32_m35,-,5001.0,289811.3,320048.064063,29526.801413
15728,DPS-Glucose,instances/sc2021/main/edit_distance031_284,unsat,329.6,20461.6,20675.630122,187.790205
15729,DPS-Glucose,instances/sc2021/main/pb_300_05_lb_16,sat,281.0,16157.4,16963.507001,886.073277
15730,DPS-Glucose,instances/sc2021/main/ER_500_40_2.apx_0,unsat,60.7,3686.0,3691.925095,17.091319
15731,DPS-Glucose,instances/sc2021/main/sp5-26-19-bin-nons-tree-noid,sat,2591.8,149410.8,165401.543795,15675.687126
15732,DPS-Glucose,instances/sc2021/main/satch2ways12wu,unsat,43.1,2512.7,2530.321737,21.686848
15733,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_140_E_32_Cl_30_S_10,-,5001.0,304718.2,319914.9855,14885.423603
15734,DPS-Glucose,instances/sc2021/main/at-least-two-vmpc_28,sat,75.8,4582.7,4600.162902,24.464862
15735,DPS-Glucose,instances/sc2021/main/puzzle34_unsat,unsat,606.2,37992.3,38468.901383,489.118177
15736,DPS-Glucose,instances/sc2021/main/puzzle35_unsat,unsat,646.9,40155.4,41040.819679,890.036374
15737,DPS-Glucose,instances/sc2021/main/mp1-blockpuzzle_9x9_s5_free3,unsat,120.1,6834.1,7045.250544,230.572123
15738,DPS-Glucose,instances/sc2021/main/pb_300_05_lb_17,sat,82.3,4212.1,4282.182415,149.716832
15739,DPS-Glucose,instances/sc2021/main/WS_500_32_30_10.apx_0,unsat,191.5,11894.4,11957.905975,63.726229
15740,DPS-Glucose,instances/sc2021/main/ktf_TF-1.tf_3_0.02_34,-,5001.0,302040.6,319981.315267,17833.880862
15741,DPS-Glucose,instances/sc2021/main/randomG-B-Mix-n19-d05,-,5001.0,276990.4,320010.357563,42051.186488
15742,DPS-Glucose,instances/sc2021/main/MVD_ADS_S11_7_7,sat,4.9,97.2,32.756736,0.004077
15743,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_542_E_71_Cl_36_S_35,sat,1252.9,50017.7,76856.405335,27140.401983
15744,DPS-Glucose,instances/sc2021/main/n320p5q2_n.apx_17,unsat,34.5,2082.9,2085.607782,6.978192
15745,DPS-Glucose,instances/sc2021/main/sted5_0x1e3-120,sat,667.8,41339.0,42497.808289,1115.721004
15746,DPS-Glucose,instances/sc2021/main/bvsub_08985.smt2,unsat,1467.6,76750.6,88750.04731,12089.868591
15747,DPS-Glucose,instances/sc2021/main/20-100-frag12-32_sat,sat,1999.1,123980.4,127161.838042,3263.627731
15748,DPS-Glucose,instances/sc2021/main/edit_distance023_283,sat,3991.8,244659.7,255089.893283,10329.922899
15749,DPS-Glucose,instances/sc2021/main/string_compare_safety_cbmc_unwinding_630,unsat,1259.6,34764.3,54725.351054,20840.003599
15750,DPS-Glucose,instances/sc2021/main/Mycielski-10-hints-9,-,5001.0,282369.1,319616.464092,36276.202892
15751,DPS-Glucose,instances/sc2021/main/puzzle34_sat,sat,828.3,51680.4,52632.744986,958.32673
15752,DPS-Glucose,instances/sc2021/main/mp1-blockpuzzle_5x12_s6_free3,unsat,118.6,7173.1,7191.649528,38.452154
15753,DPS-Glucose,instances/sc2021/main/9dlx_vliw_at_b_iq5,unsat,565.1,33137.0,34441.149498,1490.231034
15754,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_512_E_66_Cl_34_S_35,-,5001.0,294602.0,319136.08699,22901.4821
15755,DPS-Glucose,instances/sc2021/main/vlsat2_11_42,-,5001.0,259471.1,319990.821278,59080.821831
15756,DPS-Glucose,instances/sc2021/main/LABS_n068_goal001,unsat,639.6,39086.0,39719.432238,678.5588
15757,DPS-Glucose,instances/sc2021/main/at-least-two-aaai10-planning-ipc5-pathways-17-step20,unsat,351.0,20888.6,21396.775179,618.335775
15758,DPS-Glucose,instances/sc2021/main/WS_400_16_90_70.apx_0,unsat,102.3,6114.1,6233.09311,114.622906
15759,DPS-Glucose,instances/sc2021/main/sokoban-p16.sas.ex.19-sc2016,-,5001.0,230980.2,310715.782825,82592.63141
15760,DPS-Glucose,instances/sc2021/main/MVD_ADS_S9_6_6,unsat,6.9,211.2,125.061889,1.086091
15761,DPS-Glucose,instances/sc2021/main/SC21_Timetable_C_241_E_34_Cl_16_S_13,-,5001.0,306671.9,319837.010552,13178.464594
15762,DPS-Glucose,instances/sc2021/main/vlsat2_377_5364,-,5001.0,198513.5,318642.249812,115521.575028
15763,DPS-Glucose,instances/sc2021/main/b2005-p2-14x14c17h9-Ser6-0,-,5001.0,83573.1,84416.100418,1360.730724
15764,DPS-Glucose,instances/sc2021/main/mp1-blockpuzzle_5x10_s5_free3,unsat,61.6,3655.7,3656.417577,19.574796
15765,DPS-Glucose,instances/sc2021/main/HCP-470-420,sat,1192.7,66312.5,75693.750958,9246.789879
15766,DPS-Glucose,instances/sc2021/main/string_compare_safety_cbmc_unwinding_930,unsat,4666.8,78252.6,133021.87219,55663.86788
15767,DPS-Glucose,instances/sc2021/main/b2005-p2-14x14c17h9-Ser5-0,-,5001.0,83027.6,84413.126544,1913.108138
15768,DPS-Glucose,instances/sc2021/main/spg_300_301,unsat,143.3,6088.5,6272.236492,747.609062
15769,DPS-Glucose,instances/sc2021/main/sted3_0x0_n201-239,sat,817.9,51190.2,51972.072601,791.610598
15770,DPS-Glucose,instances/sc2021/main/UR-15-10p0,unsat,289.9,16616.4,16641.125263,222.439926
15771,DPS-Glucose,instances/sc2021/main/ak016modbtsimpbisc,unsat,446.8,27085.3,28273.342575,1170.007193
15772,DPS-Glucose,instances/sc2021/main/20-100-lambda100-14_unsat,unsat,97.2,5888.3,5896.925273,21.01409
15773,DPS-Glucose,instances/sc2021/main/MVD_ADS_S11_8_7,sat,4.7,90.1,23.516449,0.002643
15774,DPS-Glucose,instances/sc2021/main/at-least-two-traffic_kkb_unknown,unsat,95.6,5012.5,4887.322294,68.483687
15775,DPS-Glucose,instances/sc2021/main/sp5-26-19-bin-stri-flat-noid,sat,245.9,14833.8,15391.915094,550.410306
15776,DPS-Glucose,instances/sc2021/main/uum32.smt2,-,5001.0,274158.2,319993.960967,45167.556796
15777,DPS-Glucose,instances/sc2021/main/Circuit_multiplier35,sat,313.1,18835.1,19732.25594,862.157103
15778,DPS-Glucose,instances/sc2021/main/mp1-klieber2017s-1000-024-eq,unsat,3098.0,170195.1,197754.797062,27161.316885
15779,DPS-Glucose,instances/sc2021/main/sum_of_3_cubes_108_bits_52,-,5001.0,311140.7,319766.515694,8486.113782
15780,DPS-Glucose,instances/sc2021/main/snw_13_8_pre,unsat,343.4,21041.6,21200.876587,222.715149
15781,DPS-Glucose,instances/sc2021/main/Kakuro-easy-118-ext.xml.hg_4,sat,389.0,10613.3,9483.395427,86.654653
15782,DPS-Glucose,instances/sc2021/main/sted5_0x24204-70,-,5001.0,301767.9,319968.192074,17889.559419
15783,DPS-Glucose,instances/sc2021/main/MVD_ADS_S5_6_6,unsat,6.6,199.5,122.505895,0.314521
15784,DPS-Glucose,instances/sc2021/main/sum_of_3_cubes_87_bits_75,-,5001.0,313198.7,319849.422612,6607.493249
15785,DPS-Glucose,instances/sc2021/main/vlsat2_297_3780,-,5001.0,231631.2,318980.488877,79154.573553
15786,DPS-Glucose,instances/sc2021/main/satch2ways15,unsat,914.5,51925.2,58171.529237,6115.795043
15787,DPS-Glucose,instances/sc2021/main/erin2_0x0_n207-379,sat,316.2,19492.2,19890.465162,405.087302
15788,DPS-Glucose,instances/sc2021/main/bv-term-small-rw_1492.smt2,sat,9.1,448.3,445.176069,0.003576
15789,DPS-Glucose,instances/sc2021/main/sokoban-p20.sas.ex.13,unsat,3385.5,152855.0,211878.966501,60040.51409
15790,DPS-Glucose,instances/sc2021/main/HCP-424-60,sat,944.9,58322.3,60029.812182,1686.144148
15791,DPS-Glucose,instances/sc2021/main/20-100-p100-55_unsat,unsat,830.2,51286.6,51931.086255,856.113589
15792,DPS-Glucose,instances/sc2021/main/ktf_TF-8.tf_4_0.06_109,-,5001.0,306213.9,319913.247118,13664.068873
15793,DPS-Glucose,instances/sc2021/main/at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin,unsat,210.4,12409.7,12285.035138,25.98307
15794,DPS-Glucose,instances/sc2021/main/randomG-B-Mix-n15-d05,unsat,62.9,3838.6,3862.74631,22.950772
15795,DPS-Glucose,instances/sc2021/main/sted2_0x0-343,sat,610.1,37975.3,38583.818318,574.712734
15796,DPS-Glucose,instances/sc2021/main/Nb51T6,unsat,1602.2,61741.6,77738.371816,16935.238511
15797,DPS-Glucose,instances/sc2021/main/HCP-522-105,sat,108.2,6289.3,6353.605139,88.751468
15798,DPS-Glucose,instances/sc2021/main/IBM_FV_2004_rule_batch_30_SAT_dat.k75,sat,287.4,17645.2,17638.9862,66.127943
15799,DPS-Glucose,instances/sc2021/main/at-least-two-traffic_pcb_unknown,unsat,95.3,5047.1,4898.020769,62.516326
15800,DPS-Glucose,instances/sc2021/main/edit_distance041_182,unsat,75.3,4372.4,4344.28253,12.319843
15801,DPS-Glucose,instances/sc2021/main/vlsat2_112_4223,unsat,2534.5,145181.4,160279.801535,14955.0047
15802,DPS-Glucose,instances/sc2021/main/randomG-B-Mix-n16-d05,unsat,302.5,17315.8,18972.556988,1610.254281
15803,DPS-Glucose,instances/sc2021/main/Mycielski-10-hints-7,-,5001.0,286798.5,319657.150253,32059.710765
15804,DPS-Glucose,instances/sc2021/main/rphp4_080_shuffled,unsat,300.8,16896.9,19070.633446,2126.071525
15805,DPS-Glucose,instances/sc2021/main/sp5-21-15-one-stri-tree-noid,sat,15.5,790.4,788.664501,0.032963
15806,DPS-Glucose,instances/sc2021/main/size_5_5_5_i223_r12,sat,1094.8,64660.8,69708.237541,4939.188766
15807,DPS-Glucose,instances/sc2021/main/LABS_n069_goal001,unsat,747.0,44825.6,46090.873354,1311.010921
15808,DPS-Glucose,instances/sc2021/main/satch2ways15u,unsat,1047.5,59047.2,66643.107745,7414.756938
15809,DPS-Glucose,instances/sc2021/main/vlsat2_44_545,-,5001.0,276698.0,319759.193281,41475.013877
15810,DPS-Glucose,instances/sc2021/main/73.smt2,unsat,222.2,12516.5,13483.041173,994.015496
15811,DPS-Glucose,instances/sc2021/main/at-least-two-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN,unsat,81.5,4165.3,4022.605068,41.84819
15812,DPS-Glucose,instances/sc2021/main/HCP-446-60,sat,743.3,45197.6,47167.567577,1937.224379
15813,DPS-Glucose,instances/sc2021/main/sted1_0x0-380,-,5001.0,300803.6,319795.049195,18581.058545
15814,DPS-Glucose,instances/sc2021/main/Circuit_multiplier24,-,5001.0,287453.7,319953.196248,31648.481662
15815,DPS-Glucose,instances/sc2021/main/79.smt2,-,5001.0,287756.1,319942.458262,32117.105091
15816,DPS-Glucose,instances/sc2021/main/pb_300_10_lb_06,unsat,109.2,6376.4,6356.003478,55.717868
15817,DPS-Glucose,instances/sc2021/main/Circuit_multiplier45,sat,2163.4,122774.7,138086.613442,14817.83912
15818,DPS-Glucose,instances/sc2021/main/puzzle30_sat,sat,240.1,14844.2,15020.18435,183.897441
15819,DPS-Glucose,instances/sc2021/main/erin2_0x0-379,sat,149.3,9107.4,9250.371406,113.420135
15820,DPS-Glucose,instances/sc2021/main/51.smt2,unsat,114.8,5955.6,6446.304491,520.26812
15821,DPS-Glucose,instances/sc2021/main/sp5-21-15-una-nons-tree-noid,sat,24.5,1281.2,1277.704248,0.078467
15822,DPS-Glucose,instances/sc2021/main/satch2ways13wu,unsat,131.2,7813.2,8091.042854,272.36864
15823,DPS-Glucose,instances/sc2021/main/Circuit_multiplier36,-,5001.0,285804.3,319949.28835,33156.627841
15824,DPS-Glucose,instances/sc2021/main/toughsat_factoring_426s,sat,19.9,1183.8,1184.712418,0.651575
15825,DPS-Glucose,instances/sc2021/main/HCP-526-420,sat,124.2,7227.9,7327.683948,135.029728
15826,DPS-Glucose,instances/sc2021/main/spg_200_301,unsat,79.9,4140.4,3990.625847,60.837226
15827,DPS-Glucose,instances/sc2021/main/p01_lb_05,unsat,48.7,2892.9,2888.183512,10.194787
15828,DPS-Glucose,instances/sc2021/main/toughsat_factoring_895s,sat,63.2,3850.9,3864.926947,13.741475
15829,DPS-Glucose,instances/sc2021/main/ak032modbtmodbtisc,unsat,569.8,34792.5,36054.010139,1259.764665
15830,DPS-Glucose,instances/sc2021/main/Kakuro-easy-150-ext.xml.hg_9,sat,269.0,5633.9,4408.916218,33.110533
15831,DPS-Glucose,instances/sc2021/main/Kakuro-easy-132-ext.xml.hg_8,-,5001.0,110243.6,113298.983676,4347.227649
15832,DPS-Glucose,instances/sc2021/main/Kakuro-easy-089-ext.xml.hg_4,sat,190.4,5197.0,4147.210216,77.629721
15833,DPS-Glucose,instances/sc2021/main/MVD_ADS_S7_6_6,unsat,6.7,202.4,116.346359,0.207173
15834,DPS-Glucose,instances/sc2021/main/Circuit_multiplier29,sat,487.9,28770.4,30878.838379,2040.557099
15835,DPS-Glucose,instances/sc2021/main/bvsdiv_19.smt2,unsat,1015.9,61112.6,64607.044299,3446.929984
15836,DPS-Glucose,instances/sc2021/main/b2005-p5-14x14c17h9-Ser5-0,-,5001.0,77699.6,79417.869298,2262.01735
15837,DPS-Glucose,instances/sc2021/main/sum_of_3_cubes_94_bits_30,-,5001.0,312782.2,319881.18445,7054.088955
15838,DPS-Glucose,instances/sc2021/main/Kakuro-easy-045-ext.xml.hg_4,unsat,1798.3,111718.0,113185.737478,1688.353804
15839,DPS-Glucose,instances/sc2021/main/vlsat2_56_1042,-,5001.0,292823.8,319636.414039,26381.696011
15840,DPS-Glucose,instances/sc2021/main/string_compare_safety_cbmc_unwinding_900,unsat,4386.0,73344.5,133397.198999,60991.372532
15841,DPS-Glucose,instances/sc2021/main/prime_a24_b24,sat,178.1,10528.7,11062.749215,527.299941
15842,DPS-Glucose,instances/sc2021/main/sum_of_3_cubes_52_bits_39,-,5001.0,307126.0,319966.98103,12655.570175
15843,DPS-Glucose,instances/sc2021/main/spg_200_300,unsat,155.3,8101.8,8152.255689,353.325135
15844,DPS-Glucose,instances/sc2021/main/vmpc_26,unsat,44.1,2611.0,2622.584786,7.395343
15845,DPS-Glucose,instances/sc2021/main/satch2ways19u,-,5001.0,300742.8,319989.832842,18343.212353
15846,DPS-Glucose,instances/sc2021/main/Mycielski-10-hints-5,-,5001.0,285708.6,319729.303861,33203.474386
15847,DPS-Glucose,instances/sc2021/main/ktf_TF-7.tf_3_0.06_113,sat,146.6,8783.3,8766.781728,13.340294
15848,DPS-Glucose,instances/sc2021/main/string_compare_safety_cbmc_unwinding_670,unsat,1618.8,43755.1,66684.637828,23836.557298
15849,DPS-Glucose,instances/sc2021/main/ndhf_xits_09_UNSAT,unsat,2250.2,139053.0,143733.077382,4638.820752
15850,DPS-Glucose,instances/sc2021/main/20-100-lambda100-47_unsat,unsat,267.8,16634.8,16727.957556,99.506325
15851,DPS-Glucose,instances/sc2021/main/barman-pfile10-040.sas.ex.15,unsat,149.9,3355.5,2607.97077,923.635934
15852,DPS-Glucose,instances/sc2021/main/Circuit_multiplier18,sat,297.8,18203.6,18808.710422,581.003313
15853,DPS-Glucose,instances/sc2021/main/at-least-two-ibm-2004-23-k100,sat,942.5,55152.4,58659.608308,3833.387011
15854,DPS-Glucose,instances/sc2021/main/dist4.c,unsat,219.3,13290.1,13588.103427,297.304793
15855,DPS-Glucose,instances/sc2021/main/blocks-blocks-37-1.120-NOTKNOWN,unsat,111.3,3948.7,3712.625154,481.001068
15856,DPS-Glucose,instances/sc2021/main/crafted_n11_d6_c4_num14,unsat,2730.3,105380.9,112366.990144,7329.753274
15857,DPS-Glucose,instances/sc2021/main/mp1-Nb6T06,unsat,71.0,4237.8,4264.782621,28.678736
15858,DPS-Glucose,instances/sc2021/main/randomG-B-Mix-n18-d05,-,5001.0,277044.5,320010.892426,42053.985662
15859,DPS-Glucose,instances/sc2021/main/shift1add.26949,unsat,976.6,55262.4,60456.341776,5358.007678
15860,DPS-Glucose,instances/sc2021/main/WS_500_16_70_10.apx_0,sat,911.4,55514.4,58014.484636,2426.988921
15861,DPS-Glucose,instances/sc2021/main/snw_13_8_pre-sc2016,unsat,354.6,21826.4,21948.397284,199.198798
15862,DPS-Glucose,instances/sc2021/main/battleship-14-26-sat,sat,2.9,140.6,142.268575,0.026145
15863,DPS-Glucose,instances/sc2021/main/ktf_TF-3.tf_4_0.04_48,-,5001.0,259796.3,320004.203809,59805.798399
15864,DPS-Glucose,instances/sc2021/main/mp1-bsat201-707,unsat,709.9,39757.4,45090.504361,5191.171563
15865,DPS-Glucose,instances/sc2021/main/Kakuro-easy-127-ext.xml.hg_7,sat,481.7,9776.1,8521.417541,46.326806
15866,DPS-Glucose,instances/sc2021/main/satch2ways16,unsat,1590.2,85415.8,101438.45758,15719.279411
15867,DPS-Glucose,instances/sc2021/main/randomG-n18-d05,-,5001.0,283507.3,320003.511674,35765.003797
15868,DPS-Glucose,instances/sc2021/main/problem_12.smt2,-,5001.0,292928.5,319979.411245,26655.900522
15869,DPS-Glucose,instances/sc2021/main/sp5-21-15-bin-stri-flat-noid,sat,39.5,2355.4,2359.183005,6.266906
15870,DPS-Glucose,instances/sc2021/main/vlsat2_11_26,-,5001.0,283795.5,319989.678322,34986.443599
15871,DPS-Glucose,instances/sc2021/main/spg_400_281,unsat,154.8,6588.9,6987.608623,975.432662
15872,DPS-Glucose,instances/sc2021/main/MVD_ADS_S1_5_5,unsat,5.9,117.1,25.151787,0.0
15873,DPS-Glucose,instances/sc2021/main/erin2_0x1e3-216,sat,869.2,54219.4,55325.696926,1074.838982
15874,DPS-Glucose,instances/sc2021/main/mp1-Nb6T07,unsat,4790.2,267430.3,306049.588922,37936.449798
15875,DPS-Glucose,instances/sc2021/main/randomG-n20-d05,-,5001.0,275030.2,320004.496518,43736.61568
15876,DPS-Glucose,instances/sc2021/main/sted12a_0x1e1-67,sat,9.0,503.0,519.913816,0.077369
15877,DPS-Glucose,instances/sc2021/main/satch2ways15wu,unsat,965.5,53917.3,61386.622134,7305.258674
15878,DPS-Glucose,instances/sc2021/main/ecarev-110-1031-23-40-8,sat,1037.4,59018.0,66173.472362,7073.526356
15879,DPS-Glucose,instances/sc2021/main/spg_300_312,unsat,162.5,8548.3,8631.19987,444.170371
15880,DPS-Glucose,instances/sc2021/main/ex175_20,sat,318.8,6627.6,6104.070266,839.984845
15881,DPS-Glucose,instances/sc2021/main/satch2ways18u,-,5001.0,301535.7,319991.995036,17819.565665
15882,DPS-Glucose,instances/sc2021/main/stb_531_83.apx_0,sat,307.6,18283.0,19423.415399,1110.006987
15883,DPS-Glucose,instances/sc2021/main/maxor128,unsat,1737.0,101954.0,110233.262204,8339.574172
15884,DPS-Glucose,instances/sc2021/main/9dlx_vliw_at_b_iq8,unsat,1445.6,84433.4,89261.24162,5269.946584
15885,DPS-Glucose,instances/sc2021/main/bvsub_12973.smt2,unsat,3312.0,169771.3,208190.191405,38539.065733
15886,DPS-Glucose,instances/sc2021/main/ktf_TF-8.tf_4_0.02_37,-,5001.0,269588.2,319928.753368,50066.012165
15887,DPS-Glucose,instances/sc2021/main/ktf_TF-4.tf_4_0.06_52,-,5001.0,292842.6,319989.155214,26933.986269
15888,DPS-Glucose,instances/sc2021/main/sted5_0x0_n90-157,sat,698.1,43723.0,44435.29754,685.476785
15889,DPS-Glucose,instances/sc2021/main/g2-UR-20-5p1,sat,299.6,17442.5,17412.400852,198.980255
15890,DPS-Glucose,instances/sc2021/main/rpoc_xits_10_UNKNOWN,-,5001.0,294568.7,319989.195768,25165.889586
15891,DPS-Glucose,instances/sc2021/main/LABS_n089_goal008,sat,79.9,4289.5,4157.219247,0.083639
15892,DPS-Glucose,instances/sc2021/main/string_compare_safety_cbmc_unwinding_700,unsat,1793.5,44420.9,70273.458933,26756.801354
15893,DPS-Glucose,instances/sc2021/main/puzzle47_sat,-,5001.0,305290.9,319980.220495,14710.399226
15894,DPS-Glucose,instances/sc2021/main/ktf_TF-4.tf_2_0.02_18,unsat,192.5,11850.3,11881.1373,39.885744
15895,DPS-Glucose,instances/sc2021/main/dist10.c,unsat,203.7,12171.0,12577.09002,408.21055
15896,DPS-Glucose,instances/sc2021/main/13pipe_k,unsat,988.0,29502.4,38360.840557,9443.267059
15897,DPS-Glucose,instances/sc2021/main/20-100-lambda100-14_sat,sat,126.9,7739.2,7750.950713,27.192235
15898,DPS-Glucose,instances/sc2021/main/puzzle51_unsat,-,5001.0,303318.5,319979.595866,16672.855144
15899,DPS-Glucose,instances/sc2021/main/sum_of_3_cubes_42_bits_96,sat,1270.5,78095.4,80947.081208,2831.405232
15900,DPS-Glucose,instances/sc2021/main/Mycielski-11-hints-3,unsat,261.1,14819.6,14928.860959,349.093227
15901,DPS-Glucose,instances/sc2021/main/sp5-21-15-bin-stri-tree-noid,sat,174.6,10753.8,10867.860194,116.550314
15902,DPS-Glucose,instances/sc2021/main/Mycielski-11-hints-2,unsat,259.6,14808.7,14956.507327,386.364225
15903,DPS-Glucose,instances/sc2021/main/ktf_TF-3.tf_2_0.02_24,-,5001.0,306566.0,319994.031139,13331.049315
15904,DPS-Glucose,instances/sc2021/main/barman-pfile10-039.sas.ex.15,unsat,146.1,3449.4,2581.506753,879.886746
15905,DPS-Glucose,instances/sc2021/main/MVD_ADS_S10_5_6,unsat,4.7,120.7,69.337024,0.003092
15906,DPS-Glucose,instances/sc2021/main/MVD_ADS_S6_6_5,unsat,2.4,55.5,27.246322,0.0
15907,DPS-Glucose,instances/sc2021/main/spg_200_317,unsat,116.9,5089.6,5456.346597,734.185787
15908,DPS-Glucose,instances/sc2021/main/HCP-529-420,sat,130.9,7636.7,7967.723873,366.691927
15909,DPS-Glucose,instances/sc2021/main/mp1-klieber2017s-1000-023-eq,unsat,2019.2,109341.5,128799.172643,19193.514558
15910,DPS-Glucose,instances/sc2021/main/Kakuro-easy-156-ext.xml.hg_7,sat,346.5,8514.7,7321.516018,30.212026
15911,DPS-Glucose,instances/sc2021/main/20-100-frag12-14_sat,sat,262.0,15869.1,16084.707966,298.937959
15912,DPS-Glucose,instances/sc2021/main/quad_res_r37_m39,-,5001.0,292521.1,319989.679139,26868.145076
15913,DPS-Glucose,instances/sc2021/main/sp5-21-15-una-stri-flat-noid,sat,50.6,3073.1,3082.09867,10.560288
15914,DPS-Glucose,instances/sc2021/main/size_5_5_5_i003_r12,-,5001.0,279488.0,319999.621831,39832.870288
15915,DPS-Glucose,instances/sc2021/main/ktf_TF-6.tf_4_0.06_77,-,5001.0,301591.1,319977.450119,18237.828418
15916,DPS-Glucose,instances/sc2021/main/mp1-tri_ali_s11_c35_bail_UNS,unsat,59.7,3621.9,3636.799782,13.248383
15917,DPS-Glucose,instances/sc2021/main/blocks-blocks-37-1.130-NOTKNOWN,unsat,251.9,9245.8,10360.110545,1844.815034
15918,DPS-Glucose,instances/sc2021/main/Kakuro-easy-051-ext.xml.hg_4,unsat,543.3,31591.0,31610.36374,707.290139
15919,DPS-Glucose,instances/sc2021/main/string_compare_safety_cbmc_unwinding_800,unsat,2958.1,58682.7,100807.624401,43050.034717
15920,DPS-Glucose,instances/sc2020/combined-crypto1-wff-seed-8-wffvars-450-cryptocplx-40-overlap-2,-,5001.0,277198.2,319984.615235,42152.08296
15921,DPS-Glucose,instances/sc2020/g2-hwmcc15deep-6s516r-k17,unsat,2642.7,162075.2,167968.291141,5913.122016
15922,DPS-Glucose,instances/sc2020/frb59-26-1.used-as.sat04-891,-,5001.0,313472.4,319935.409544,5889.241244
15923,DPS-Glucose,instances/sc2020/Steiner-27-10-bce,unsat,0.6,19.2,19.495578,0.0
15924,DPS-Glucose,instances/sc2020/traffic_kkb_unknown,unsat,58.7,3215.2,3139.74577,9.519349
15925,DPS-Glucose,instances/sc2020/170055892,-,5001.0,276901.1,320005.535981,42259.590189
15926,DPS-Glucose,instances/sc2020/b1904P3-8x8c11h0SAT,-,5001.0,308147.6,319783.893213,11420.410026
15927,DPS-Glucose,instances/sc2020/Kakuro-easy-041-ext.xml.hg_4,unsat,632.8,38067.2,38509.34962,721.54909
15928,DPS-Glucose,instances/sc2020/abw-I-ash85.mtx-w24,-,5001.0,283098.6,319975.814143,35698.904125
15929,DPS-Glucose,instances/sc2020/w19-20.0,unsat,170.1,9653.7,9752.029194,256.391102
