,Solver,Instance,Result,Real time,CPU time,SolvingTime_total,WaitingTime_total
7120,DPS-Kissat-non-det,instances/sc2021/main/ak128paralparalisc,unsat,1722.5,109465.2,109398.78688,0.0
7121,DPS-Kissat-non-det,instances/sc2021/main/b2005-p1-12x12c10h7-Ser5-0,-,5001.0,320428.9,320207.566375,0.0
7122,DPS-Kissat-non-det,instances/sc2021/main/Mycielski-11-hints-4,unsat,160.2,8738.7,8554.733206,0.0
7123,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r33_m36,-,5001.0,319974.9,320009.755546,0.0
7124,DPS-Kissat-non-det,instances/sc2021/main/Mycielski-10-hints-10,unsat,42.8,1608.6,1542.083766,0.0
7125,DPS-Kissat-non-det,instances/sc2021/main/spg_200_316,unsat,43.8,2305.9,2146.118951,0.0
7126,DPS-Kissat-non-det,instances/sc2021/main/sted5_0x1e3-20,sat,735.7,46844.9,46871.497511,0.0
7127,DPS-Kissat-non-det,instances/sc2021/main/prime_a22_b22,sat,14.4,870.9,868.582365,0.0
7128,DPS-Kissat-non-det,instances/sc2021/main/20-100-lambda100-65_sat,sat,33.3,2050.0,2026.480844,0.0
7129,DPS-Kissat-non-det,instances/sc2021/main/MVD_ADS_S4_5_5,unsat,3.6,96.7,11.260626,0.0
7130,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_181_E_34_Cl_12_S_4,-,5001.0,318959.8,320000.049026,0.0
7131,DPS-Kissat-non-det,instances/sc2021/main/satch2ways12u,unsat,9.9,594.2,591.471158,0.0
7132,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier26,sat,978.1,62100.0,62126.301169,0.0
7133,DPS-Kissat-non-det,instances/sc2021/main/ctl_4291_567_1_unsat,unsat,239.8,15113.4,15108.308109,0.0
7134,DPS-Kissat-non-det,instances/sc2021/main/ex065_25,sat,181.9,11292.1,11269.878028,0.0
7135,DPS-Kissat-non-det,instances/sc2021/main/blocks-blocks-36-0.180-SAT,sat,85.4,2616.5,2248.359817,0.0
7136,DPS-Kissat-non-det,instances/sc2021/main/2bitcomp_5.hg_20,sat,4425.1,276305.5,276130.167235,0.0
7137,DPS-Kissat-non-det,instances/sc2021/main/sted6_0x1e3-97,sat,29.1,1797.0,1797.365025,0.0
7138,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_600,unsat,780.5,30776.0,30271.490479,0.0
7139,DPS-Kissat-non-det,instances/sc2021/main/at-least-two-traffic_b_unsat,unsat,90.2,5242.6,5153.619694,0.0
7140,DPS-Kissat-non-det,instances/sc2021/main/b2005-p1-12x12c10h7-Ser3-0,-,5001.0,320437.1,320212.194854,0.0
7141,DPS-Kissat-non-det,instances/sc2021/main/php12e12,unsat,1776.6,113315.6,113578.859487,0.0
7142,DPS-Kissat-non-det,instances/sc2021/main/20-100-lambda100-89_sat,sat,86.9,5445.0,5424.190847,0.0
7143,DPS-Kissat-non-det,instances/sc2021/main/ex095_8,-,5001.0,202489.2,202432.282882,0.0
7144,DPS-Kissat-non-det,instances/sc2021/main/sp4-33-one-stri-tree-noid,unsat,12.1,747.8,749.33205,0.0
7145,DPS-Kissat-non-det,instances/sc2021/main/ctl_4201_555_unsat,unsat,237.6,15013.2,15009.225695,0.0
7146,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_466_E_62_Cl_31_S_30,sat,120.4,5691.9,5499.575067,0.0
7147,DPS-Kissat-non-det,instances/sc2021/main/sp4-33-bin-stri-flat-noid,unsat,10.6,646.1,647.794469,0.0
7148,DPS-Kissat-non-det,instances/sc2021/main/spg_300_300,unsat,41.2,1949.3,1735.027408,0.0
7149,DPS-Kissat-non-det,instances/sc2021/main/MVD_ADS_S3_5_5,unsat,4.0,117.3,15.7358,0.0
7150,DPS-Kissat-non-det,instances/sc2021/main/sted4_0x0_n159-185,sat,31.7,1984.5,1978.604356,0.0
7151,DPS-Kissat-non-det,instances/sc2021/main/puzzle42_sat,-,5001.0,320090.3,320174.46835,0.0
7152,DPS-Kissat-non-det,instances/sc2021/main/edit_distance025_449,sat,240.9,15053.3,15048.343505,0.0
7153,DPS-Kissat-non-det,instances/sc2021/main/edit_distance025_448,sat,693.6,43765.6,43767.76964,0.0
7154,DPS-Kissat-non-det,instances/sc2021/main/edit_distance025_450,sat,141.8,8816.0,8809.609803,0.0
7155,DPS-Kissat-non-det,instances/sc2021/main/maximum_constrained_partition_14_bits_n200,sat,8.4,456.7,446.475765,0.0
7156,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier34,sat,205.6,12959.4,12964.840138,0.0
7157,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier33,sat,14.2,852.3,851.484035,0.0
7158,DPS-Kissat-non-det,instances/sc2021/main/HCP-446-420,sat,929.7,59090.4,59105.965374,0.0
7159,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier37,sat,11.2,661.2,659.977926,0.0
7160,DPS-Kissat-non-det,instances/sc2021/main/143.smt2,-,5001.0,319989.4,319966.312255,0.0
7161,DPS-Kissat-non-det,instances/sc2021/main/ktf_TF-1.tf_4_0.06_101,sat,16.0,965.4,949.498348,0.0
7162,DPS-Kissat-non-det,instances/sc2021/main/edit_distance019_312,sat,128.5,8023.4,8021.672791,0.0
7163,DPS-Kissat-non-det,instances/sc2021/main/mp1-tri_ali_s11_c35_abix_UNS,unsat,23.9,1506.6,1508.172037,0.0
7164,DPS-Kissat-non-det,instances/sc2021/main/crafted_n12_d6_c3_num18,unsat,123.8,7131.8,6816.698815,0.0
7165,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_690,unsat,1319.7,41766.6,41331.505689,0.0
7166,DPS-Kissat-non-det,instances/sc2021/main/assoc_mult_err_3.c,unsat,17.5,1051.3,1046.136447,0.0
7167,DPS-Kissat-non-det,instances/sc2021/main/MVD_ADS_S10_6_6,unsat,3.2,97.8,44.356838,0.0
7168,DPS-Kissat-non-det,instances/sc2021/main/20-100-lambda100-89_unsat,unsat,307.8,19385.4,19368.028209,0.0
7169,DPS-Kissat-non-det,instances/sc2021/main/spg_200_307,unsat,35.2,1675.4,1541.344053,0.0
7170,DPS-Kissat-non-det,instances/sc2021/main/k2fix_gr_rcs_w8.shuffled,unsat,5.0,156.6,139.711347,0.0
7171,DPS-Kissat-non-det,instances/sc2021/main/mp1-klieber2017s-1200-022-eq,unsat,77.0,4792.2,4792.771024,0.0
7172,DPS-Kissat-non-det,instances/sc2021/main/pb_300_06_lb_02,sat,23.0,1255.6,1201.689618,0.0
7173,DPS-Kissat-non-det,instances/sc2021/main/edit_distance031_283,unsat,206.2,12897.6,12886.850338,0.0
7174,DPS-Kissat-non-det,instances/sc2021/main/bvurem_20.smt2,-,5001.0,319788.9,319998.038736,0.0
7175,DPS-Kissat-non-det,instances/sc2021/main/WS_300_24_90_10.apx_0,unsat,6.1,373.0,372.974661,0.0
7176,DPS-Kissat-non-det,instances/sc2021/main/Sz512_15128_1.smt2,sat,103.7,6525.7,6527.450692,0.0
7177,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier53,-,5001.0,320030.6,320106.541404,0.0
7178,DPS-Kissat-non-det,instances/sc2021/main/10pipe_k,unsat,482.3,28655.3,28527.163058,0.0
7179,DPS-Kissat-non-det,instances/sc2021/main/vlsat2_142_6781,-,5001.0,319964.0,319697.616414,0.0
7180,DPS-Kissat-non-det,instances/sc2021/main/ktf_TF-3.tf_3_0.02_24,unsat,106.3,6728.3,6728.985715,0.0
7181,DPS-Kissat-non-det,instances/sc2021/main/scc_1213_40_10_3.apx_0,sat,12.5,683.0,622.566874,0.0
7182,DPS-Kissat-non-det,instances/sc2021/main/b2005-p2-12x12c10h7-Ser7-0,-,5001.0,140053.4,139694.324646,0.0
7183,DPS-Kissat-non-det,instances/sc2021/main/puzzle60_sat,-,5001.0,319933.5,320066.657617,0.0
7184,DPS-Kissat-non-det,instances/sc2021/main/randomG-n16-d05,unsat,176.8,11248.4,11288.564699,0.0
7185,DPS-Kissat-non-det,instances/sc2021/main/mp1-bsat210-739,unsat,808.7,51414.0,51506.654405,0.0
7186,DPS-Kissat-non-det,instances/sc2021/main/satch2ways17w,-,5001.0,319805.1,320032.527045,0.0
7187,DPS-Kissat-non-det,instances/sc2021/main/20-100-p100-55_sat,sat,392.2,24472.2,24344.588222,0.0
7188,DPS-Kissat-non-det,instances/sc2021/main/crafted_n10_d6_c4_num15,unsat,103.8,4548.8,4235.610907,0.0
7189,DPS-Kissat-non-det,instances/sc2021/main/edit_distance023_282,sat,154.6,9645.5,9640.501586,0.0
7190,DPS-Kissat-non-det,instances/sc2021/main/php14e14,-,5001.0,318731.3,320005.355965,0.0
7191,DPS-Kissat-non-det,instances/sc2021/main/snw_13_9_pre,sat,17.2,942.8,890.797107,0.0
7192,DPS-Kissat-non-det,instances/sc2021/main/20-100-frag12-53_sat,sat,264.2,16330.2,16274.309343,0.0
7193,DPS-Kissat-non-det,instances/sc2021/main/sokoban-p20.sas.cr.27,unsat,794.7,49213.7,49156.451828,0.0
7194,DPS-Kissat-non-det,instances/sc2021/main/sp5-26-19-una-nons-tree-noid,sat,4406.3,280547.5,280589.324449,0.0
7195,DPS-Kissat-non-det,instances/sc2021/main/ctl_4291_567_11_unsat,unsat,1129.8,71766.1,71764.221316,0.0
7196,DPS-Kissat-non-det,instances/sc2021/main/b04_s_unknown_pre,sat,21.1,1060.7,1002.094565,0.0
7197,DPS-Kissat-non-det,instances/sc2021/main/randomG-Mix-n18-d05,-,5001.0,319032.4,320010.448395,0.0
7198,DPS-Kissat-non-det,instances/sc2021/main/randomG-Mix-n17-d05,unsat,1303.1,83099.8,83339.754965,0.0
7199,DPS-Kissat-non-det,instances/sc2021/main/b2005-p4-14x14c17h9-Ser8-0,-,5001.0,40081.2,39651.797644,0.0
7200,DPS-Kissat-non-det,instances/sc2021/main/SE_PR_WS_500_16_70_10.apx_0,sat,137.3,8680.5,8690.278951,0.0
7201,DPS-Kissat-non-det,instances/sc2021/main/satch2ways16w,unsat,2383.5,152038.2,152161.624796,0.0
7202,DPS-Kissat-non-det,instances/sc2021/main/Kakuro-easy-115-ext.xml.hg_5,sat,195.5,3229.3,2645.463749,0.0
7203,DPS-Kissat-non-det,instances/sc2021/main/puzzle37_unsat,unsat,4215.9,267983.9,268046.040344,0.0
7204,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r31_m35,-,5001.0,319977.1,320037.330879,0.0
7205,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier22,sat,21.9,1348.0,1347.954167,0.0
7206,DPS-Kissat-non-det,instances/sc2021/main/edit_distance041_183,unsat,37.7,2059.2,2029.832691,0.0
7207,DPS-Kissat-non-det,instances/sc2021/main/puzzle35_sat,sat,476.4,30116.3,30117.956854,0.0
7208,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_940,unsat,2767.4,73767.9,73376.091146,0.0
7209,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r29_m32,-,5001.0,319920.2,320027.63606,0.0
7210,DPS-Kissat-non-det,instances/sc2021/main/sum_of_3_cubes_51_bits_80,sat,106.2,6711.1,6694.071165,0.0
7211,DPS-Kissat-non-det,instances/sc2021/main/battleship-12-12-unsat,unsat,7.6,466.0,468.056619,0.0
7212,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_527_E_71_Cl_35_S_35,sat,147.6,7295.4,7056.092859,0.0
7213,DPS-Kissat-non-det,instances/sc2021/main/size_5_5_5_i251_r12,sat,34.9,2185.2,2187.721109,0.0
7214,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_780,unsat,1680.2,51247.1,50882.281359,0.0
7215,DPS-Kissat-non-det,instances/sc2021/main/E02F17,unsat,6.0,322.1,318.039981,0.0
7216,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_870,unsat,2230.7,62876.1,62531.834531,0.0
7217,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r21_m22,sat,8.0,478.5,477.752081,0.0
7218,DPS-Kissat-non-det,instances/sc2021/main/randomG-n19-d05,-,5001.0,318709.1,320010.191823,0.0
7219,DPS-Kissat-non-det,instances/sc2021/main/ecarev-110-4099-22-30-4,sat,620.2,38527.4,38559.725212,0.0
7220,DPS-Kissat-non-det,instances/sc2021/main/Kakuro-easy-142-ext.xml.hg_8,sat,607.2,13134.3,12594.206311,0.0
7221,DPS-Kissat-non-det,instances/sc2021/main/sum_of_3_cubes_76_bits_84,-,5001.0,320135.7,320164.590139,0.0
7222,DPS-Kissat-non-det,instances/sc2021/main/satch2ways14u,unsat,187.9,11884.4,11889.468692,0.0
7223,DPS-Kissat-non-det,instances/sc2021/main/Kakuro-easy-112-ext.xml.hg_7,sat,169.8,3709.7,3125.829087,0.0
7224,DPS-Kissat-non-det,instances/sc2021/main/ACG-15-10p1,sat,144.2,8570.9,8470.266263,0.0
7225,DPS-Kissat-non-det,instances/sc2021/main/HCP-470-105,sat,929.0,58700.3,58730.681316,0.0
7226,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_181_E_34_Cl_12_S_8,-,5001.0,319396.6,319959.947304,0.0
7227,DPS-Kissat-non-det,instances/sc2021/main/ktf_TF-4.tf_4_0.04_35,unsat,1033.6,65757.0,65833.939792,0.0
7228,DPS-Kissat-non-det,instances/sc2021/main/n320p5q2_n.apx_16,sat,2.3,121.2,118.392891,0.0
7229,DPS-Kissat-non-det,instances/sc2021/main/test_v7_r12_vr1_c1_s10576.smt2,unsat,266.0,16244.1,16108.615844,0.0
7230,DPS-Kissat-non-det,instances/sc2021/main/Circuit_multiplier25,sat,59.3,3723.2,3725.668007,0.0
7231,DPS-Kissat-non-det,instances/sc2021/main/b2005-p3-14x14c17h9-Ser3-0,-,5001.0,80021.4,79630.264327,0.0
7232,DPS-Kissat-non-det,instances/sc2021/main/mp1-squ_ali_s10x10_c39_abio_SAT,sat,10.8,652.4,653.018635,0.0
7233,DPS-Kissat-non-det,instances/sc2021/main/ctl_4291_567_6_unsat_pre,unsat,2895.0,184973.5,184987.462121,0.0
7234,DPS-Kissat-non-det,instances/sc2021/main/Mycielski-11-hints-1,unsat,170.4,8735.5,8556.463494,0.0
7235,DPS-Kissat-non-det,instances/sc2021/main/bvsmod_19.smt2,unsat,2321.2,147874.5,147948.771013,0.0
7236,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_730,unsat,1646.6,52109.8,51706.735427,0.0
7237,DPS-Kissat-non-det,instances/sc2021/main/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN,sat,1817.5,113041.6,113076.457022,0.0
7238,DPS-Kissat-non-det,instances/sc2021/main/edit_distance007_85,unsat,223.3,14130.1,14137.524001,0.0
7239,DPS-Kissat-non-det,instances/sc2021/main/mp1-squ_any_s09x07_c27_abix_UNS,unsat,148.9,9445.6,9458.657429,0.0
7240,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r26_m27,unsat,4329.1,275113.1,275165.260294,0.0
7241,DPS-Kissat-non-det,instances/sc2021/main/HCP-529-60,sat,116.9,7245.0,7237.025141,0.0
7242,DPS-Kissat-non-det,instances/sc2021/main/bv-term-small-rw_1294.smt2,-,5001.0,319794.1,320030.581169,0.0
7243,DPS-Kissat-non-det,instances/sc2021/main/mp1-klieber2017s-0490-024-t12,sat,22.6,1326.2,1318.178105,0.0
7244,DPS-Kissat-non-det,instances/sc2021/main/20-100-frag12-0_sat,sat,378.4,23767.4,23721.351327,0.0
7245,DPS-Kissat-non-det,instances/sc2021/main/mp1-Nb7T44,sat,3.5,130.4,112.050147,0.0
7246,DPS-Kissat-non-det,instances/sc2021/main/20-100-lambda100-49_sat,sat,88.3,5490.8,5471.420991,0.0
7247,DPS-Kissat-non-det,instances/sc2021/main/at-least-two-aaai10-planning-ipc5-pipesworld-12-step15,unsat,54.5,3164.5,3044.493998,0.0
7248,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r35_m36,-,5001.0,319948.5,320031.320055,0.0
7249,DPS-Kissat-non-det,instances/sc2021/main/ctl_4291_567_9_unsat,unsat,111.8,7006.3,6998.843243,0.0
7250,DPS-Kissat-non-det,instances/sc2021/main/mp1-klieber2017s-2000-022-eq,unsat,213.0,13266.3,13269.307198,0.0
7251,DPS-Kissat-non-det,instances/sc2021/main/HCP-446-105,sat,1163.1,73985.4,74015.873857,0.0
7252,DPS-Kissat-non-det,instances/sc2021/main/MVD_ADS_S11_6_7,sat,2.5,60.1,3.263243,0.0
7253,DPS-Kissat-non-det,instances/sc2021/main/LABS_n041_goal003,sat,151.9,9551.5,9545.672178,0.0
7254,DPS-Kissat-non-det,instances/sc2021/main/UCG-20-10p1-sc2009,sat,227.4,13728.4,13562.602006,0.0
7255,DPS-Kissat-non-det,instances/sc2021/main/sted1_0x0-637,sat,165.5,10508.3,10492.452633,0.0
7256,DPS-Kissat-non-det,instances/sc2021/main/puzzle44_unsat,-,5001.0,320063.4,320179.888026,0.0
7257,DPS-Kissat-non-det,instances/sc2021/main/at-least-two-traffic_f_unknown,unsat,89.8,5239.3,5145.782032,0.0
7258,DPS-Kissat-non-det,instances/sc2021/main/stb_531_83.apx_1,sat,20.9,1298.2,1299.684089,0.0
7259,DPS-Kissat-non-det,instances/sc2021/main/sum_of_3_cubes_145_bits_74,-,5001.0,319979.1,319934.375165,0.0
7260,DPS-Kissat-non-det,instances/sc2021/main/mp1-blockpuzzle_9x9_s1_free8,sat,5.1,211.6,157.556701,0.0
7261,DPS-Kissat-non-det,instances/sc2021/main/vlsat2_702_14170,sat,553.1,19792.9,19423.535488,0.0
7262,DPS-Kissat-non-det,instances/sc2021/main/b2005-p4-12x12c10h7-Ser3-0,-,5001.0,320001.4,319792.684598,0.0
7263,DPS-Kissat-non-det,instances/sc2021/main/crafted_n12_d6_c4_num17,unsat,185.9,5919.7,5602.837628,0.0
7264,DPS-Kissat-non-det,instances/sc2021/main/b2005-p1-14x14c17h9-Ser3-0,-,5001.0,75052.6,74678.272952,0.0
7265,DPS-Kissat-non-det,instances/sc2021/main/E00X23,unsat,727.8,45147.2,45297.60288,0.0
7266,DPS-Kissat-non-det,instances/sc2021/main/stb_792_333.apx_0,sat,2.6,138.5,137.744669,0.0
7267,DPS-Kissat-non-det,instances/sc2021/main/spg_330_400,unsat,78.9,3846.4,3556.34681,0.0
7268,DPS-Kissat-non-det,instances/sc2021/main/huck.col.11,unsat,7.6,462.2,463.563465,0.0
7269,DPS-Kissat-non-det,instances/sc2021/main/crafted_n12_d6_c3_num28,unsat,136.1,7925.0,7609.109628,0.0
7270,DPS-Kissat-non-det,instances/sc2021/main/14pipe_q0_k,unsat,2025.6,125936.8,125654.821387,0.0
7271,DPS-Kissat-non-det,instances/sc2021/main/randomG-n17-d05,unsat,1322.2,84205.6,84491.489771,0.0
7272,DPS-Kissat-non-det,instances/sc2021/main/puzzle39_sat,sat,1654.1,105051.0,105091.223246,0.0
7273,DPS-Kissat-non-det,instances/sc2021/main/edit_distance023_281,sat,100.5,6210.8,6203.290583,0.0
7274,DPS-Kissat-non-det,instances/sc2021/main/string_compare_safety_cbmc_unwinding_680,unsat,1370.0,46775.3,46359.494898,0.0
7275,DPS-Kissat-non-det,instances/sc2021/main/snw_16_9_Encpre,sat,3059.1,191028.5,190964.144401,0.0
7276,DPS-Kissat-non-det,instances/sc2021/main/stb_588_138.apx_1,sat,24.2,1500.8,1502.141651,0.0
7277,DPS-Kissat-non-det,instances/sc2021/main/HCP-526-105,sat,120.6,7466.9,7457.887683,0.0
7278,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_136_E_36_Cl_9_S_15,-,5001.0,319966.6,319984.880169,0.0
7279,DPS-Kissat-non-det,instances/sc2021/main/ex045_7,sat,1151.8,43308.1,42956.634595,0.0
7280,DPS-Kissat-non-det,instances/sc2021/main/ktf_TF-6.tf_4_0.04_51,-,5001.0,319678.8,319999.302522,0.0
7281,DPS-Kissat-non-det,instances/sc2021/main/vlsat2_113_1150,sat,45.7,1628.4,1565.958333,0.0
7282,DPS-Kissat-non-det,instances/sc2021/main/LABS_n072_goal006,sat,110.2,6910.8,6865.852851,0.0
7283,DPS-Kissat-non-det,instances/sc2021/main/maximum_constrained_partition_18_bits_n200,sat,40.0,2333.0,2321.469064,0.0
7284,DPS-Kissat-non-det,instances/sc2021/main/crafted_n10_d6_c4_num21,unsat,116.2,5023.9,4712.117772,0.0
7285,DPS-Kissat-non-det,instances/sc2021/main/Kakuro-easy-104-ext.xml.hg_6,sat,125.9,3031.9,2449.504844,0.0
7286,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r34_m36,-,5001.0,320011.6,320047.76862,0.0
7287,DPS-Kissat-non-det,instances/sc2021/main/bvsub_19952.smt2,unsat,718.6,45072.1,44921.638954,0.0
7288,DPS-Kissat-non-det,instances/sc2021/main/sum_of_3_cubes_50_bits_91,sat,3.5,143.6,125.582288,0.0
7289,DPS-Kissat-non-det,instances/sc2021/main/mp1-Nb7T46,sat,3.9,149.7,130.513103,0.0
7290,DPS-Kissat-non-det,instances/sc2021/main/satch2ways18wu,-,5001.0,319808.9,319993.289298,0.0
7291,DPS-Kissat-non-det,instances/sc2021/main/sted1_0x1e3-393,sat,230.1,14504.1,14497.318933,0.0
7292,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_121_E_34_Cl_8_S_4,-,5001.0,318630.5,319975.912014,0.0
7293,DPS-Kissat-non-det,instances/sc2021/main/sp4-33-una-stri-flat-noid,unsat,11.4,705.8,707.892845,0.0
7294,DPS-Kissat-non-det,instances/sc2021/main/HCP-506-60,sat,94.8,5863.6,5856.22918,0.0
7295,DPS-Kissat-non-det,instances/sc2021/main/puzzle36_sat,sat,642.5,40622.4,40625.745415,0.0
7296,DPS-Kissat-non-det,instances/sc2021/main/Sz1024_34824.smt2,sat,464.1,29364.9,29379.318418,0.0
7297,DPS-Kissat-non-det,instances/sc2021/main/mp1-klieber2017s-0300-034-t12,sat,44.0,2699.7,2694.80447,0.0
7298,DPS-Kissat-non-det,instances/sc2021/main/at-least-two-smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin,unsat,2.3,91.9,71.011663,0.0
7299,DPS-Kissat-non-det,instances/sc2021/main/spg_200_321,unsat,34.8,1601.6,1457.669386,0.0
7300,DPS-Kissat-non-det,instances/sc2021/main/b2005-p5-12x12c10h7-Ser5-0,-,5001.0,320215.7,320019.84118,0.0
7301,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_136_E_41_Cl_9_S_15,-,5001.0,319972.2,319989.699919,0.0
7302,DPS-Kissat-non-det,instances/sc2021/main/HCP-470-60,sat,1328.5,84237.3,84290.680702,0.0
7303,DPS-Kissat-non-det,instances/sc2021/main/sp4-33-one-nons-flat-noid,sat,1.1,52.4,51.904386,0.0
7304,DPS-Kissat-non-det,instances/sc2021/main/Mycielski-10-hints-6,-,5001.0,319996.4,319988.405472,0.0
7305,DPS-Kissat-non-det,instances/sc2021/main/b2005-p3-12x12c10h7-Ser7-0,-,5001.0,160089.9,159746.348813,0.0
7306,DPS-Kissat-non-det,instances/sc2021/main/at-least-two-maris-s03-gripper11,sat,6.9,372.8,368.888184,0.0
7307,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_557_E_73_Cl_37_S_35,sat,167.6,9837.1,9587.391052,0.0
7308,DPS-Kissat-non-det,instances/sc2021/main/vlsat2_51_824,-,5001.0,320050.9,320037.004953,0.0
7309,DPS-Kissat-non-det,instances/sc2021/main/prime_a20_b20,sat,6.0,352.9,350.727687,0.0
7310,DPS-Kissat-non-det,instances/sc2021/main/sum_of_3_cubes_37_bits_87,sat,421.6,26626.7,26618.100971,0.0
7311,DPS-Kissat-non-det,instances/sc2021/main/Mycielski-10-hints-8,-,5001.0,320075.4,320040.371436,0.0
7312,DPS-Kissat-non-det,instances/sc2021/main/edit_distance035_393,sat,150.4,9311.0,9292.630169,0.0
7313,DPS-Kissat-non-det,instances/sc2021/main/sp5-21-15-one-nons-tree-noid,sat,87.9,5468.4,5468.352168,0.0
7314,DPS-Kissat-non-det,instances/sc2021/main/bvsmod_18.smt2,unsat,1387.1,88344.0,88373.160301,0.0
7315,DPS-Kissat-non-det,instances/sc2021/main/vlsat2_144_7585,-,5001.0,320288.0,319976.842597,0.0
7316,DPS-Kissat-non-det,instances/sc2021/main/spg_420_350,unsat,63.5,2989.9,2693.227619,0.0
7317,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_140_E_29_Cl_10_S_15,-,5001.0,319928.8,319983.712956,0.0
7318,DPS-Kissat-non-det,instances/sc2021/main/b2005-p1-12x12c10h7-Ser4-0,-,5001.0,320017.3,319807.180734,0.0
7319,DPS-Kissat-non-det,instances/sc2021/main/MVD_ADS_S6_6_6,unsat,5.2,168.0,87.351711,0.0
7320,DPS-Kissat-non-det,instances/sc2021/main/rphp4_065_shuffled,unsat,28.6,1793.0,1796.800304,0.0
7321,DPS-Kissat-non-det,instances/sc2021/main/sted2_0x1e3-216,sat,95.8,6038.7,6036.386735,0.0
7322,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r28_m29,-,5001.0,320000.7,320091.945739,0.0
7323,DPS-Kissat-non-det,instances/sc2021/main/spg_420_280,unsat,43.1,1760.0,1463.256211,0.0
7324,DPS-Kissat-non-det,instances/sc2021/main/rphp4_090_shuffled,unsat,156.9,9993.5,10006.034908,0.0
7325,DPS-Kissat-non-det,instances/sc2021/main/vlsat2_111_1186,sat,49.2,2523.9,2458.525203,0.0
7326,DPS-Kissat-non-det,instances/sc2021/main/sokoban-p20.sas.cr.21,unsat,90.4,5379.2,5328.175309,0.0
7327,DPS-Kissat-non-det,instances/sc2021/main/quad_res_r32_m35,-,5001.0,320003.0,320047.590447,0.0
7328,DPS-Kissat-non-det,instances/sc2021/main/edit_distance031_284,unsat,197.1,12318.0,12306.288744,0.0
7329,DPS-Kissat-non-det,instances/sc2021/main/pb_300_05_lb_16,sat,28.0,1567.5,1513.162988,0.0
7330,DPS-Kissat-non-det,instances/sc2021/main/ER_500_40_2.apx_0,unsat,5.1,298.8,294.587458,0.0
7331,DPS-Kissat-non-det,instances/sc2021/main/sp5-26-19-bin-nons-tree-noid,sat,502.5,31675.4,31682.219068,0.0
7332,DPS-Kissat-non-det,instances/sc2021/main/satch2ways12wu,unsat,8.6,512.1,509.416659,0.0
7333,DPS-Kissat-non-det,instances/sc2021/main/SC21_Timetable_C_140_E_32_Cl_30_S_10,-,5001.0,319984.4,319983.633187,0.0
7334,DPS-Kissat-non-det,instances/sc2021/main/at-least-two-vmpc_28,sat,63.9,3958.7,3946.303929,0.0
7335,DPS-Kissat-non-det,instances/sc2021/main/puzzle34_unsat,unsat,388.6,24600.8,24600.847564,0.0
7336,DPS-Kissat-non-det,instances/sc2021/main/puzzle35_unsat,unsat,669.5,42145.9,42152.136285,0.0
7337,DPS-Kissat-non-det,instances/sc2021/main/mp1-blockpuzzle_9x9_s5_free3,unsat,144.5,9102.8,9055.354752,0.0
7338,DPS-Kissat-non-det,instances/sc2021/main/pb_300_05_lb_17,sat,21.1,1106.0,1051.946369,0.0
7339,DPS-Kissat-non-det,instances/sc2021/main/WS_500_32_30_10.apx_0,unsat,61.3,3846.5,3848.981449,0.0
7340,DPS-Kissat-non-det,instances/sc2021/main/ktf_TF-1.tf_3_0.02_34,-,5001.0,319317.0,320024.337648,0.0
7341,DPS-Kissat-non-det,instances/sc2021/main/randomG-B-Mix-n19-d05,-,5001.0,319079.2,320013.022316,0.0
7342,DPS-Kissat-non-det,instances/sc2021/main/MVD_ADS_S11_7_7,sat,2.5,62.6,3.297481,0.0
